timestamp,level,service,module,customer_id,event,error_code,message
2026-01-02 12:40:40,WARN,vendefacil-pay,pay,CUST120,PINPAD_DISCONNECTED,PAY-302,Pinpad desconectado da porta serial COM3. Reiniciando driver local. [Cliente CUST120 - Lojas Novaes Eireli]
2026-01-02 20:17:16,ERROR,vendefacil-nfe-parser,estoque,CUST131,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST131 - Atacado Rocha Comercial]
2026-01-03 07:13:00,WARN,vendefacil-notifier,analytics,CUST117,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST117 - Casa do Guerra Ltda]
2026-01-03 10:16:15,ERROR,vendefacil-fiscal-sefaz,pdv,CUST007,SEFAZ_REJECTION,SEFAZ-539,Rejeição da SEFAZ estadual: Duplicidade de numeração de NFC-e transmitida. [Cliente CUST007 - PetShop Amigo Fiel]
2026-01-03 11:54:40,INFO,vendefacil-estoque-sync,estoque,CUST040,SYNC_COMPLETED,STK-200,Sincronização de estoque concluída para 450 SKUs em 1240ms. [Cliente CUST040 - Distribuidora Sá Eireli]
2026-01-03 12:06:55,ERROR,vendefacil-pdv,pdv,CUST290,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST290 - Casa do Garcia S.A.]
2026-01-03 18:54:36,ERROR,vendefacil-nfe-parser,estoque,CUST118,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST118 - Casa do Vargas Eireli]
2026-01-03 21:56:06,WARN,vendefacil-notifier,analytics,CUST131,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST131 - Atacado Rocha Comercial]
2026-01-04 00:25:12,ERROR,vendefacil-estoque-sync,estoque,CUST093,SYNC_FAILED,STK-409,Conflito de versão na tabela de inventário entre filiais durante sync. [Cliente CUST093 - Distribuidora Alves Me]
2026-01-04 01:12:08,ERROR,vendefacil-pdv,pdv,CUST035,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST035 - Comércio de Rios Ltda]
2026-01-04 02:55:31,ERROR,vendefacil-estoque-sync,estoque,CUST236,SYNC_FAILED,STK-409,Conflito de versão na tabela de inventário entre filiais durante sync. [Cliente CUST236 - Empório Cassiano Comercial]
2026-01-04 03:32:41,WARN,vendefacil-estoque-sync,estoque,CUST084,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST084 - Mundo da Câmara Me]
2026-01-04 13:29:06,ERROR,vendefacil-pdv,pdv,CUST191,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST191 - Distribuidora Rezende S.A.]
2026-01-04 16:42:12,WARN,vendefacil-pay,pay,CUST170,PINPAD_DISCONNECTED,PAY-302,Pinpad desconectado da porta serial COM3. Reiniciando driver local. [Cliente CUST170 - Lojas Ferreira Me]
2026-01-04 21:59:35,WARN,vendefacil-estoque-sync,estoque,CUST151,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST151 - Lojas Souza Me]
2026-01-04 22:02:54,WARN,vendefacil-notifier,analytics,CUST052,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST052 - Lojas Aragão Me]
2026-01-04 23:03:40,ERROR,vendefacil-pdv,pdv,CUST088,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST088 - Centro de Vargas Ltda]
2026-01-04 23:41:33,INFO,vendefacil-estoque-sync,estoque,CUST260,SYNC_COMPLETED,STK-200,Sincronização de estoque concluída para 450 SKUs em 1240ms. [Cliente CUST260 - Rede Carvalho Eireli]
2026-01-05 07:36:06,ERROR,vendefacil-fiscal-sefaz,pdv,CUST176,SEFAZ_REJECTION,SEFAZ-539,Rejeição da SEFAZ estadual: Duplicidade de numeração de NFC-e transmitida. [Cliente CUST176 - Mundo da Cunha Ltda]
2026-01-05 13:38:03,WARN,vendefacil-estoque-sync,estoque,CUST140,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST140 - Atacado da Rocha Ltda]
2026-01-05 16:28:35,WARN,vendefacil-pdv,pdv,CUST197,PRINTER_OFFLINE,PDV-202,Impressora de cupons offline na porta USB001. Tentando reconexão... [Cliente CUST197 - Casa do Rios Ltda]
2026-01-06 04:01:55,INFO,vendefacil-pdv,pdv,CUST131,CAIXA_OPENED,PDV-101,Caixa terminal 01 aberto com sucesso pelo operador. [Cliente CUST131 - Atacado Rocha Comercial]
2026-01-06 05:05:01,ERROR,vendefacil-nfe-parser,estoque,CUST145,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST145 - Mundo da Souza Eireli]
2026-01-06 06:20:43,INFO,vendefacil-pay,pay,CUST221,TEF_APPROVED,PAY-200,"Transação TEF aprovada. Cartão final **** 4321, bandeira Mastercard. [Cliente CUST221 - Comércio de Pereira Eireli]"
2026-01-06 11:42:11,INFO,vendefacil-pay,pay,CUST081,TEF_APPROVED,PAY-200,"Transação TEF aprovada. Cartão final **** 4321, bandeira Mastercard. [Cliente CUST081 - Distribuidora Pastor Eireli]"
2026-01-06 13:30:31,WARN,vendefacil-notifier,analytics,CUST015,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST015 - Atacado Cassiano Ltda]
2026-01-06 18:13:21,WARN,vendefacil-notifier,analytics,CUST077,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST077 - Casa do Farias Comercial]
2026-01-06 22:30:07,ERROR,vendefacil-fiscal-sefaz,pdv,CUST119,SEFAZ_REJECTION,SEFAZ-539,Rejeição da SEFAZ estadual: Duplicidade de numeração de NFC-e transmitida. [Cliente CUST119 - Distribuidora Correia S.A.]
2026-01-07 16:39:36,INFO,vendefacil-pay,pay,CUST040,TEF_APPROVED,PAY-200,"Transação TEF aprovada. Cartão final **** 4321, bandeira Mastercard. [Cliente CUST040 - Distribuidora Sá Eireli]"
2026-01-07 17:13:33,ERROR,vendefacil-pay,pay,CUST175,TEF_TIMEOUT,PAY-504,Timeout de comunicação com Pinpad na porta 6090. Transação abortada. [Cliente CUST175 - Lojas Barros Comercial]
2026-01-07 21:58:12,WARN,vendefacil-pay,pay,CUST214,PINPAD_DISCONNECTED,PAY-302,Pinpad desconectado da porta serial COM3. Reiniciando driver local. [Cliente CUST214 - Casa do Melo Me]
2026-01-08 01:03:16,INFO,vendefacil-pdv,pdv,CUST133,CAIXA_OPENED,PDV-101,Caixa terminal 01 aberto com sucesso pelo operador. [Cliente CUST133 - Mundo da Santos S.A.]
2026-01-08 01:28:27,WARN,vendefacil-pdv,pdv,CUST191,PRINTER_OFFLINE,PDV-202,Impressora de cupons offline na porta USB001. Tentando reconexão... [Cliente CUST191 - Distribuidora Rezende S.A.]
2026-01-08 02:33:33,ERROR,vendefacil-pdv,pdv,CUST111,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST111 - Rede Vieira Eireli]
2026-01-08 21:40:04,ERROR,vendefacil-pdv,pdv,CUST098,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST098 - Mundo da Marques Me]
2026-01-08 23:45:06,ERROR,vendefacil-fiscal-sefaz,pdv,CUST027,SEFAZ_REJECTION,SEFAZ-539,Rejeição da SEFAZ estadual: Duplicidade de numeração de NFC-e transmitida. [Cliente CUST027 - Casa do Teixeira Ltda]
2026-01-09 02:18:01,INFO,vendefacil-estoque-sync,estoque,CUST185,SYNC_COMPLETED,STK-200,Sincronização de estoque concluída para 450 SKUs em 1240ms. [Cliente CUST185 - Centro de Siqueira Me]
2026-01-09 10:34:16,WARN,vendefacil-estoque-sync,estoque,CUST198,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST198 - Distribuidora Cirino Comercial]
2026-01-09 10:53:37,WARN,vendefacil-pdv,pdv,CUST088,PRINTER_OFFLINE,PDV-202,Impressora de cupons offline na porta USB001. Tentando reconexão... [Cliente CUST088 - Centro de Vargas Ltda]
2026-01-09 11:06:06,INFO,vendefacil-pdv,pdv,CUST102,CAIXA_OPENED,PDV-101,Caixa terminal 01 aberto com sucesso pelo operador. [Cliente CUST102 - Rede Cardoso Me]
2026-01-09 21:53:10,WARN,vendefacil-notifier,analytics,CUST258,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST258 - Mundo da Rodrigues S.A.]
2026-01-09 22:03:49,WARN,vendefacil-notifier,analytics,CUST069,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST069 - Rede Casa Grande Comercial]
2026-01-10 08:42:21,WARN,vendefacil-notifier,analytics,CUST015,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST015 - Atacado Cassiano Ltda]
2026-01-10 11:37:06,INFO,vendefacil-pdv,pdv,CUST126,CAIXA_OPENED,PDV-101,Caixa terminal 01 aberto com sucesso pelo operador. [Cliente CUST126 - Casa do Machado Ltda]
2026-01-10 17:19:12,INFO,vendefacil-pdv,pdv,CUST181,CAIXA_OPENED,PDV-101,Caixa terminal 01 aberto com sucesso pelo operador. [Cliente CUST181 - Centro de Guerra S.A.]
2026-01-10 20:30:17,WARN,vendefacil-notifier,analytics,CUST121,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST121 - Casa do Pereira Ltda]
2026-01-11 00:53:08,WARN,vendefacil-estoque-sync,estoque,CUST275,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST275 - Mundo da Duarte S.A.]
2026-01-11 01:49:55,WARN,vendefacil-estoque-sync,estoque,CUST147,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST147 - Mercado Rocha Comercial]
2026-01-11 05:15:25,WARN,vendefacil-pdv,pdv,CUST040,PRINTER_OFFLINE,PDV-202,Impressora de cupons offline na porta USB001. Tentando reconexão... [Cliente CUST040 - Distribuidora Sá Eireli]
2026-01-11 05:29:43,INFO,vendefacil-pay,pay,CUST204,TEF_APPROVED,PAY-200,"Transação TEF aprovada. Cartão final **** 4321, bandeira Mastercard. [Cliente CUST204 - Empório Costa Me]"
2026-01-11 10:26:56,INFO,vendefacil-pdv,pdv,CUST053,CAIXA_OPENED,PDV-101,Caixa terminal 01 aberto com sucesso pelo operador. [Cliente CUST053 - Comércio de da Luz Me]
2026-01-11 11:22:31,WARN,vendefacil-notifier,analytics,CUST057,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST057 - Mercado Cavalcanti Me]
2026-01-11 15:31:40,INFO,vendefacil-estoque-sync,estoque,CUST259,SYNC_COMPLETED,STK-200,Sincronização de estoque concluída para 450 SKUs em 1240ms. [Cliente CUST259 - Atacado Cassiano Eireli]
2026-01-11 18:14:42,WARN,vendefacil-estoque-sync,estoque,CUST259,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST259 - Atacado Cassiano Eireli]
2026-01-11 20:17:14,WARN,vendefacil-pdv,pdv,CUST113,PRINTER_OFFLINE,PDV-202,Impressora de cupons offline na porta USB001. Tentando reconexão... [Cliente CUST113 - Mercado Duarte Eireli]
2026-01-11 23:10:07,ERROR,vendefacil-pay,pay,CUST057,TEF_TIMEOUT,PAY-504,Timeout de comunicação com Pinpad na porta 6090. Transação abortada. [Cliente CUST057 - Mercado Cavalcanti Me]
2026-01-12 00:37:45,ERROR,vendefacil-nfe-parser,estoque,CUST060,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST060 - Comércio de Moraes Me]
2026-01-12 02:10:46,WARN,vendefacil-notifier,analytics,CUST200,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST200 - Mercado Garcia Eireli]
2026-01-12 11:33:16,ERROR,vendefacil-estoque-sync,estoque,CUST292,SYNC_FAILED,STK-409,Conflito de versão na tabela de inventário entre filiais durante sync. [Cliente CUST292 - Comércio de Brito S.A.]
2026-01-12 16:42:58,ERROR,vendefacil-pay,pay,CUST267,TEF_TIMEOUT,PAY-504,Timeout de comunicação com Pinpad na porta 6090. Transação abortada. [Cliente CUST267 - Empório Aragão Comercial]
2026-01-12 22:38:56,ERROR,vendefacil-nfe-parser,estoque,CUST057,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST057 - Mercado Cavalcanti Me]
2026-01-13 01:37:59,ERROR,vendefacil-nfe-parser,estoque,CUST032,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST032 - Centro de Rios Comercial]
2026-01-13 12:21:55,WARN,vendefacil-notifier,analytics,CUST043,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST043 - Atacado Sousa Eireli]
2026-01-13 13:09:56,ERROR,vendefacil-nfe-parser,estoque,CUST174,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST174 - Casa do Freitas Ltda]
2026-01-13 16:26:59,ERROR,vendefacil-pay,pay,CUST012,TEF_TIMEOUT,PAY-504,Timeout de comunicação com Pinpad na porta 6090. Transação abortada. [Cliente CUST012 - Rede Sousa Ltda]
2026-01-13 16:52:53,WARN,vendefacil-pdv,pdv,CUST160,PRINTER_OFFLINE,PDV-202,Impressora de cupons offline na porta USB001. Tentando reconexão... [Cliente CUST160 - Empório Câmara Ltda]
2026-01-13 22:46:10,INFO,vendefacil-pay,pay,CUST014,TEF_APPROVED,PAY-200,"Transação TEF aprovada. Cartão final **** 4321, bandeira Mastercard. [Cliente CUST014 - Comércio de Machado Me]"
2026-01-14 03:18:25,WARN,vendefacil-estoque-sync,estoque,CUST137,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST137 - Empório Rios Comercial]
2026-01-14 19:22:16,ERROR,vendefacil-nfe-parser,estoque,CUST028,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST028 - Atacado Freitas Comercial]
2026-01-15 00:25:44,WARN,vendefacil-estoque-sync,estoque,CUST165,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST165 - Mercado Guerra S.A.]
2026-01-15 06:37:00,ERROR,vendefacil-nfe-parser,estoque,CUST053,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST053 - Comércio de da Luz Me]
2026-01-15 07:13:46,WARN,vendefacil-estoque-sync,estoque,CUST149,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST149 - Atacado Jesus Eireli]
2026-01-15 07:49:44,ERROR,vendefacil-pdv,pdv,CUST185,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST185 - Centro de Siqueira Me]
2026-01-15 19:30:53,INFO,vendefacil-pdv,pdv,CUST067,CAIXA_OPENED,PDV-101,Caixa terminal 01 aberto com sucesso pelo operador. [Cliente CUST067 - Distribuidora Pereira Me]
2026-01-16 06:16:16,WARN,vendefacil-pay,pay,CUST224,PINPAD_DISCONNECTED,PAY-302,Pinpad desconectado da porta serial COM3. Reiniciando driver local. [Cliente CUST224 - Empório Moraes Ltda]
2026-01-16 07:25:41,ERROR,vendefacil-pdv,pdv,CUST018,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST018 - Empório Barros S.A.]
2026-01-16 12:41:38,WARN,vendefacil-pdv,pdv,CUST081,PRINTER_OFFLINE,PDV-202,Impressora de cupons offline na porta USB001. Tentando reconexão... [Cliente CUST081 - Distribuidora Pastor Eireli]
2026-01-16 14:42:35,WARN,vendefacil-pay,pay,CUST058,PINPAD_DISCONNECTED,PAY-302,Pinpad desconectado da porta serial COM3. Reiniciando driver local. [Cliente CUST058 - Empório Melo Comercial]
2026-01-16 16:08:09,ERROR,vendefacil-estoque-sync,estoque,CUST039,SYNC_FAILED,STK-409,Conflito de versão na tabela de inventário entre filiais durante sync. [Cliente CUST039 - Comércio de da Cruz S.A.]
2026-01-16 17:44:24,INFO,vendefacil-pay,pay,CUST168,TEF_APPROVED,PAY-200,"Transação TEF aprovada. Cartão final **** 4321, bandeira Mastercard. [Cliente CUST168 - Centro de Campos Me]"
2026-01-16 17:52:00,WARN,vendefacil-pay,pay,CUST259,PINPAD_DISCONNECTED,PAY-302,Pinpad desconectado da porta serial COM3. Reiniciando driver local. [Cliente CUST259 - Atacado Cassiano Eireli]
2026-01-16 20:46:14,WARN,vendefacil-pay,pay,CUST009,PINPAD_DISCONNECTED,PAY-302,Pinpad desconectado da porta serial COM3. Reiniciando driver local. [Cliente CUST009 - Empório Gourmet Mineiro]
2026-01-16 21:02:48,ERROR,vendefacil-fiscal-sefaz,pdv,CUST046,SEFAZ_REJECTION,SEFAZ-539,Rejeição da SEFAZ estadual: Duplicidade de numeração de NFC-e transmitida. [Cliente CUST046 - Comércio de Ribeiro Eireli]
2026-01-16 22:12:28,ERROR,vendefacil-fiscal-sefaz,pdv,CUST022,SEFAZ_REJECTION,SEFAZ-539,Rejeição da SEFAZ estadual: Duplicidade de numeração de NFC-e transmitida. [Cliente CUST022 - Mundo da Monteiro Eireli]
2026-01-17 04:26:25,ERROR,vendefacil-fiscal-sefaz,pdv,CUST148,SEFAZ_REJECTION,SEFAZ-539,Rejeição da SEFAZ estadual: Duplicidade de numeração de NFC-e transmitida. [Cliente CUST148 - Comércio de Pinto Comercial]
2026-01-17 05:08:00,ERROR,vendefacil-pdv,pdv,CUST227,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST227 - Lojas Fonseca Eireli]
2026-01-17 06:13:20,WARN,vendefacil-notifier,analytics,CUST111,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST111 - Rede Vieira Eireli]
2026-01-17 07:26:51,ERROR,vendefacil-fiscal-sefaz,pdv,CUST197,SEFAZ_REJECTION,SEFAZ-539,Rejeição da SEFAZ estadual: Duplicidade de numeração de NFC-e transmitida. [Cliente CUST197 - Casa do Rios Ltda]
2026-01-17 09:20:50,ERROR,vendefacil-pay,pay,CUST203,TEF_TIMEOUT,PAY-504,Timeout de comunicação com Pinpad na porta 6090. Transação abortada. [Cliente CUST203 - Atacado Oliveira Me]
2026-01-17 13:08:45,WARN,vendefacil-pay,pay,CUST258,PINPAD_DISCONNECTED,PAY-302,Pinpad desconectado da porta serial COM3. Reiniciando driver local. [Cliente CUST258 - Mundo da Rodrigues S.A.]
2026-01-17 13:22:10,WARN,vendefacil-pdv,pdv,CUST088,PRINTER_OFFLINE,PDV-202,Impressora de cupons offline na porta USB001. Tentando reconexão... [Cliente CUST088 - Centro de Vargas Ltda]
2026-01-17 15:13:17,INFO,vendefacil-estoque-sync,estoque,CUST206,SYNC_COMPLETED,STK-200,Sincronização de estoque concluída para 450 SKUs em 1240ms. [Cliente CUST206 - Centro de Casa Grande Ltda]
2026-01-17 15:23:04,ERROR,vendefacil-pdv,pdv,CUST235,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST235 - Empório Porto Comercial]
2026-01-17 15:39:42,WARN,vendefacil-pay,pay,CUST286,PINPAD_DISCONNECTED,PAY-302,Pinpad desconectado da porta serial COM3. Reiniciando driver local. [Cliente CUST286 - Casa do Lima S.A.]
2026-01-17 18:18:30,ERROR,vendefacil-pdv,pdv,CUST058,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST058 - Empório Melo Comercial]
2026-01-17 22:03:59,INFO,vendefacil-estoque-sync,estoque,CUST028,SYNC_COMPLETED,STK-200,Sincronização de estoque concluída para 450 SKUs em 1240ms. [Cliente CUST028 - Atacado Freitas Comercial]
2026-01-18 05:26:57,INFO,vendefacil-pdv,pdv,CUST284,CAIXA_OPENED,PDV-101,Caixa terminal 01 aberto com sucesso pelo operador. [Cliente CUST284 - Centro de Machado S.A.]
2026-01-18 06:38:59,ERROR,vendefacil-estoque-sync,estoque,CUST110,SYNC_FAILED,STK-409,Conflito de versão na tabela de inventário entre filiais durante sync. [Cliente CUST110 - Mundo da Camargo Comercial]
2026-01-18 10:18:29,ERROR,vendefacil-pdv,pdv,CUST004,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST004 - Boutique Moda Elegante]
2026-01-18 10:24:02,ERROR,vendefacil-pdv,pdv,CUST267,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST267 - Empório Aragão Comercial]
2026-01-18 10:34:20,WARN,vendefacil-notifier,analytics,CUST154,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST154 - Mundo da Borges Me]
2026-01-18 13:08:49,ERROR,vendefacil-estoque-sync,estoque,CUST280,SYNC_FAILED,STK-409,Conflito de versão na tabela de inventário entre filiais durante sync. [Cliente CUST280 - Centro de Souza Me]
2026-01-18 18:15:48,INFO,vendefacil-pdv,pdv,CUST058,CAIXA_OPENED,PDV-101,Caixa terminal 01 aberto com sucesso pelo operador. [Cliente CUST058 - Empório Melo Comercial]
2026-01-19 02:17:11,ERROR,vendefacil-pdv,pdv,CUST273,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST273 - Rede Camargo Eireli]
2026-01-19 03:30:49,WARN,vendefacil-notifier,analytics,CUST180,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST180 - Rede Gonçalves Eireli]
2026-01-19 04:18:56,WARN,vendefacil-estoque-sync,estoque,CUST027,LOCK_WAIT,STK-301,Aguardando liberação de lock na tabela `inventory_stock`... [Cliente CUST027 - Casa do Teixeira Ltda]
2026-01-19 04:26:07,INFO,vendefacil-pay,pay,CUST248,TEF_APPROVED,PAY-200,"Transação TEF aprovada. Cartão final **** 4321, bandeira Mastercard. [Cliente CUST248 - Distribuidora Pacheco Eireli]"
2026-01-19 07:27:06,WARN,vendefacil-notifier,analytics,CUST128,SMTP_AUTH_ERROR,NOTIF-401,Falha de autenticação no servidor SMTP corporativo ao enviar relatório agendado. [Cliente CUST128 - Atacado Melo Comercial]
2026-01-19 09:47:31,ERROR,vendefacil-pdv,pdv,CUST166,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST166 - Mercado Rodrigues S.A.]
2026-01-19 15:43:12,ERROR,vendefacil-nfe-parser,estoque,CUST070,XML_PARSE_TIMEOUT,XML-500,Erro ao processar arquivo XML de NF-e: estouro de memória ou estrutura inválida. [Cliente CUST070 - Rede Pires Comercial]
2026-01-19 18:22:09,ERROR,vendefacil-pdv,pdv,CUST033,NFCe_SEFAZ_TIMEOUT,PDV-500,Timeout de 15000ms ao conectar com webservice da SEFAZ. Alternando para contingência offline. [Cliente CUST033 - Mundo da Almeida Me]
