customer_id,company_name,cnpj,state,city,segment,plan,main_product,mrr,status,contact_email
CUST044,Rede Moura Comercial,20.167.849/0001-61,DF,Águas Claras,Alimentação,Pro,VendeFácil Estoque,942.86,Cancelado,contato@redemouracomerc.com.br
CUST045,Centro de da Costa S.A.,61.349.058/0001-30,MG,Contagem,Supermercado,Basic,VendeFácil PDV,416.84,Ativo,contato@centrodedacosta.com.br
CUST046,Comércio de Ribeiro Eireli,98.521.673/0001-91,MG,Uberlândia,Alimentação,Basic,VendeFácil PDV,419.01,Ativo,contato@comércioderibei.com.br
CUST047,Rede Gonçalves Comercial,24.790.536/0001-16,SP,SJC,Cosméticos,Enterprise,VendeFácil Pay,1855.64,Ativo,contato@redegonçalvesco.com.br
CUST048,Atacado Nunes Eireli,19.342.850/0001-04,CE,Juazeiro do Norte,Construção,Pro,VendeFácil Estoque,1185.32,Ativo,contato@atacadonuneseir.com.br
CUST049,Distribuidora da Cruz Ltda,54.238.709/0001-59,RJ,Nova Iguaçu,Conveniência,Pro,VendeFácil Loja,1120.06,Inativo,contato@distribuidorada.com.br
CUST050,Empório Novaes Ltda,41.270.583/0001-58,PE,Recife,Farmácia,Enterprise,VendeFácil Pay,2098.42,Ativo,contato@empórionovaeslt.com.br
CUST051,Atacado da Paz Comercial,93.517.286/0001-68,RS,Pelotas,Construção,Pro,VendeFácil Estoque,1034.82,Ativo,contato@atacadodapazcom.com.br
CUST052,Lojas Aragão Me,16.408.297/0001-69,ES,Vitória,Conveniência,Enterprise,VendeFácil Pay,2219.13,Ativo,contato@lojasaragãome.com.br
CUST053,Comércio de da Luz Me,27.640.589/0001-49,SP,Campinas,Calçados,Enterprise,VendeFácil Pay,2017.63,Ativo,contato@comérciodedaluz.com.br
CUST054,Mercado Cassiano Ltda,80.546.139/0001-74,RS,Pelotas,Eletrônicos,Pro,VendeFácil Analytics,1038.34,Inativo,contato@mercadocassiano.com.br
CUST055,Atacado Aparecida S.A.,45.021.879/0001-96,ES,Cariacica,Construção,Basic,VendeFácil PDV,300.71,Ativo,contato@atacadoaparecid.com.br
CUST056,Distribuidora Vasconcelos S.A.,86.219.530/0001-40,DF,Águas Claras,Eletrônicos,Enterprise,VendeFácil Estoque,2584.3,Ativo,contato@distribuidorava.com.br
CUST057,Mercado Cavalcanti Me,56.321.074/0001-84,CE,Fortaleza,Varejo Cultural,Enterprise,VendeFácil Pay,2573.54,Ativo,contato@mercadocavalcan.com.br
CUST058,Empório Melo Comercial,39.726.140/0001-87,SC,Florianópolis,Varejo Cultural,Pro,VendeFácil Estoque,1193.34,Ativo,contato@empóriomelocome.com.br
CUST059,Mundo da Ribeiro Ltda,36.520.849/0001-33,BA,Feira de Santana,Vestuário,Pro,VendeFácil Estoque,1384.53,Ativo,contato@mundodaribeirol.com.br
CUST060,Comércio de Moraes Me,68.509.214/0001-21,RJ,Nova Iguaçu,Varejo Cultural,Pro,VendeFácil Analytics,1451.68,Inativo,contato@comérciodemorae.com.br
CUST061,Comércio de da Luz S.A.,01.625.734/0001-29,RJ,Nova Iguaçu,Farmácia,Pro,VendeFácil Analytics,1504.13,Inativo,contato@comérciodedaluz.com.br
CUST062,Mundo da Moraes Me,16.320.758/0001-47,PE,Olinda,Construção,Pro,VendeFácil Estoque,894.9,Ativo,contato@mundodamoraesme.com.br
CUST063,Centro de Nascimento Me,35.608.249/0001-69,PR,Curitiba,Construção,Pro,VendeFácil Loja,1249.04,Ativo,contato@centrodenascime.com.br
CUST064,Mercado Campos Ltda,48.953.267/0001-20,MG,Uberlândia,Construção,Pro,VendeFácil Estoque,1127.38,Cancelado,contato@mercadocamposlt.com.br
CUST065,Centro de da Rocha Ltda,82.375.619/0001-45,GO,Rio Verde,Varejo Cultural,Enterprise,VendeFácil Estoque,3158.29,Ativo,contato@centrodedarocha.com.br
CUST066,Centro de Nunes S.A.,46.028.135/0001-66,BA,Feira de Santana,Construção,Basic,VendeFácil PDV,441.76,Ativo,contato@centrodenunessa.com.br
CUST067,Distribuidora Pereira Me,57.839.162/0001-35,SC,Chapecó,Farmácia,Enterprise,VendeFácil Estoque,3373.23,Ativo,contato@distribuidorape.com.br
CUST068,Centro de Cavalcante S.A.,14.509.276/0001-04,CE,Juazeiro do Norte,Conveniência,Pro,VendeFácil Analytics,1094.64,Ativo,contato@centrodecavalca.com.br
CUST069,Rede Casa Grande Comercial,09.374.861/0001-04,RS,Canoas,Conveniência,Pro,VendeFácil Analytics,1357.99,Inativo,contato@redecasagrandec.com.br
CUST070,Rede Pires Comercial,93.687.142/0001-50,PR,Ponta Grossa,Eletrônicos,Basic,VendeFácil PDV,360.77,Ativo,contato@redepirescomerc.com.br
CUST071,Casa do Sales S.A.,01.687.439/0001-05,ES,Serra,Automotivo,Pro,VendeFácil Analytics,1181.62,Ativo,contato@casadosalessa.com.br
CUST072,Distribuidora Novais S.A.,31.789.426/0001-08,ES,Vitória,Construção,Enterprise,VendeFácil Pay,2729.4,Ativo,contato@distribuidorano.com.br
CUST073,Casa do Pimenta Comercial,86.715.349/0001-25,ES,Serra,Vestuário,Pro,VendeFácil Estoque,845.78,Ativo,contato@casadopimentaco.com.br
CUST074,Mundo da Sá Eireli,34.751.290/0001-27,SP,Jundiaí,Pet,Enterprise,VendeFácil Estoque,2821.07,Ativo,contato@mundodasáeireli.com.br
CUST075,Distribuidora Silva Eireli,43.926.708/0001-80,BA,Feira de Santana,Alimentação,Enterprise,VendeFácil Estoque,3000.2,Inativo,contato@distribuidorasi.com.br
CUST076,Distribuidora Cassiano Eireli,36.251.098/0001-05,RS,Caxias do Sul,Calçados,Enterprise,VendeFácil Pay,2450.37,Ativo,contato@distribuidoraca.com.br
CUST077,Casa do Farias Comercial,87.601.342/0001-45,RJ,Volta Redonda,Conveniência,Enterprise,VendeFácil Pay,3183.05,Ativo,contato@casadofariascom.com.br
CUST078,Casa do Sampaio Eireli,06.792.531/0001-40,DF,Águas Claras,Eletrônicos,Pro,VendeFácil Analytics,1522.91,Ativo,contato@casadosampaioei.com.br
CUST079,Comércio de Nascimento Me,83.712.940/0001-30,PR,Londrina,Conveniência,Pro,VendeFácil Loja,1336.07,Ativo,contato@comérciodenasci.com.br
CUST080,Centro de Gomes Ltda,56.283.104/0001-05,PE,Recife,Calçados,Pro,VendeFácil Loja,964.15,Ativo,contato@centrodegomeslt.com.br
CUST081,Distribuidora Pastor Eireli,90.153.768/0001-98,RJ,Niterói,Vestuário,Pro,VendeFácil Analytics,1370.46,Ativo,contato@distribuidorapa.com.br
CUST082,Mundo da Aragão Eireli,46.513.298/0001-34,BA,Vitória da Conquista,Eletrônicos,Pro,VendeFácil Analytics,1161.83,Ativo,contato@mundodaaragãoei.com.br
CUST083,Atacado da Mota Eireli,64.130.857/0001-09,GO,Goiânia,Cosméticos,Pro,VendeFácil Analytics,1207.73,Inativo,contato@atacadodamotaei.com.br
CUST084,Mundo da Câmara Me,10.896.754/0001-25,BA,Feira de Santana,Automotivo,Pro,VendeFácil Estoque,927.41,Ativo,contato@mundodacâmarame.com.br
CUST085,Rede Cardoso Comercial,71.395.240/0001-80,ES,Cariacica,Calçados,Pro,VendeFácil Estoque,1296.33,Inativo,contato@redecardosocome.com.br
CUST086,Mundo da Pereira S.A.,91.270.458/0001-16,MG,Uberaba,Cosméticos,Enterprise,VendeFácil Pay,2728.2,Ativo,contato@mundodapereiras.com.br
CUST087,Empório Oliveira Me,69.304.182/0001-90,PE,Jaboatão dos Guararapes,Supermercado,Pro,VendeFácil Loja,1065.37,Ativo,contato@empóriooliveira.com.br
CUST088,Centro de Vargas Ltda,41.029.367/0001-15,BA,Vitória da Conquista,Pet,Pro,VendeFácil Loja,1384.44,Ativo,contato@centrodevargasl.com.br
CUST089,Mercado Montenegro S.A.,50.673.891/0001-15,SC,Joinville,Conveniência,Basic,VendeFácil PDV,456.25,Ativo,contato@mercadomonteneg.com.br
CUST090,Distribuidora Porto Comercial,72.615.483/0001-40,RS,Porto Alegre,Cosméticos,Pro,VendeFácil Estoque,905.05,Ativo,contato@distribuidorapo.com.br
CUST091,Rede Nascimento Ltda,79.685.421/0001-53,RS,Canoas,Calçados,Pro,VendeFácil Loja,1336.83,Ativo,contato@redenascimentol.com.br
CUST092,Mundo da da Cruz Eireli,14.793.856/0001-76,RJ,Petrópolis,Farmácia,Enterprise,VendeFácil Pay,1835.95,Ativo,contato@mundodadacruzei.com.br
CUST093,Distribuidora Alves Me,75.231.948/0001-57,DF,Taguatinga,Farmácia,Enterprise,VendeFácil Pay,2766.86,Ativo,contato@distribuidoraal.com.br
CUST094,Empório da Mota Ltda,94.081.752/0001-78,ES,Vitória,Cosméticos,Basic,VendeFácil PDV,369.44,Ativo,contato@empóriodamotalt.com.br
CUST095,Empório Jesus Eireli,78.359.640/0001-80,CE,Juazeiro do Norte,Supermercado,Pro,VendeFácil Analytics,1466.75,Ativo,contato@empóriojesuseir.com.br
CUST096,Atacado Borges Comercial,43.651.297/0001-68,DF,Taguatinga,Pet,Pro,VendeFácil Estoque,1226.97,Cancelado,contato@atacadoborgesco.com.br
CUST097,Empório Novaes S.A.,85.694.273/0001-36,CE,Sobral,Automotivo,Pro,VendeFácil Analytics,1469.3,Ativo,contato@empórionovaessa.com.br
CUST098,Mundo da Marques Me,49.810.625/0001-08,SP,Sorocaba,Automotivo,Pro,VendeFácil Estoque,1237.81,Ativo,contato@mundodamarquesm.com.br
CUST099,Atacado Souza Me,82.315.794/0001-47,MG,Ipatinga,Varejo Cultural,Pro,VendeFácil Estoque,1066.91,Ativo,contato@atacadosouzame.com.br
CUST100,Comércio de Pastor Ltda,84.167.253/0001-44,PR,Cascavel,Calçados,Pro,VendeFácil Loja,1189.05,Ativo,contato@comérciodepasto.com.br
CUST101,Casa do Cavalcanti Eireli,40.278.563/0001-60,RS,Canoas,Automotivo,Enterprise,VendeFácil Pay,2861.43,Ativo,contato@casadocavalcant.com.br
CUST102,Rede Cardoso Me,71.042.368/0001-60,MG,Uberlândia,Construção,Pro,VendeFácil Estoque,1012.86,Ativo,contato@redecardosome.com.br
CUST103,Casa do Fernandes Me,20.463.871/0001-59,PE,Olinda,Pet,Enterprise,VendeFácil Estoque,2780.62,Ativo,contato@casadofernandes.com.br
CUST104,Centro de Mendonça S.A.,10.294.783/0001-17,PR,Maringá,Vestuário,Basic,VendeFácil PDV,444.26,Ativo,contato@centrodemendonç.com.br
CUST105,Centro de Campos Comercial,86.394.751/0001-55,RS,Caxias do Sul,Calçados,Pro,VendeFácil Analytics,1057.37,Ativo,contato@centrodecamposc.com.br
CUST106,Mercado da Rosa Comercial,96.478.053/0001-91,PR,Curitiba,Vestuário,Pro,VendeFácil Loja,959.24,Ativo,contato@mercadodarosaco.com.br
CUST107,Lojas Pires Eireli,34.176.509/0001-01,RJ,Petrópolis,Supermercado,Basic,VendeFácil PDV,410.67,Ativo,contato@lojaspireseirel.com.br
CUST108,Lojas Abreu Ltda,67.820.193/0001-06,SP,São Paulo,Cosméticos,Pro,VendeFácil Loja,1128.58,Ativo,contato@lojasabreultda.com.br
CUST109,Mercado da Paz S.A.,71.325.489/0001-10,PR,Ponta Grossa,Farmácia,Basic,VendeFácil PDV,380.14,Ativo,contato@mercadodapazsa.com.br
CUST110,Mundo da Camargo Comercial,83.271.049/0001-06,RJ,Campos dos Goytacazes,Construção,Basic,VendeFácil PDV,498.78,Ativo,contato@mundodacamargoc.com.br
CUST111,Rede Vieira Eireli,49.703.251/0001-21,GO,Aparecida de Goiânia,Eletrônicos,Pro,VendeFácil Analytics,1187.89,Ativo,contato@redevieiraeirel.com.br
CUST112,Comércio de Montenegro S.A.,87.904.632/0001-68,PR,Cascavel,Cosméticos,Basic,VendeFácil PDV,421.93,Ativo,contato@comérciodemonte.com.br
CUST113,Mercado Duarte Eireli,94.071.862/0001-59,PR,Curitiba,Alimentação,Pro,VendeFácil Estoque,862.98,Ativo,contato@mercadoduarteei.com.br
CUST114,Casa do da Mata Ltda,90.234.678/0001-21,PE,Caruaru,Construção,Basic,VendeFácil PDV,346.3,Ativo,contato@casadodamataltd.com.br
CUST115,Comércio de Pacheco Eireli,67.132.958/0001-07,ES,Vila Velha,Construção,Enterprise,VendeFácil Estoque,2843.66,Ativo,contato@comérciodepache.com.br
CUST116,Distribuidora Rios Ltda,12.537.684/0001-44,SP,SJC,Conveniência,Pro,VendeFácil Estoque,1340.47,Ativo,contato@distribuidorari.com.br
CUST117,Casa do Guerra Ltda,80.792.546/0001-61,RJ,Petrópolis,Cosméticos,Enterprise,VendeFácil Estoque,3218.78,Inativo,contato@casadoguerraltd.com.br
CUST118,Casa do Vargas Eireli,68.054.397/0001-38,PE,Olinda,Calçados,Pro,VendeFácil Analytics,1557.01,Ativo,contato@casadovargaseir.com.br
CUST119,Distribuidora Correia S.A.,85.793.016/0001-51,SP,São Paulo,Pet,Enterprise,VendeFácil Estoque,2415.71,Ativo,contato@distribuidoraco.com.br
CUST120,Lojas Novaes Eireli,24.753.089/0001-25,ES,Vitória,Conveniência,Pro,VendeFácil Loja,1203.37,Ativo,contato@lojasnovaeseire.com.br
CUST121,Casa do Pereira Ltda,32.470.695/0001-61,CE,Sobral,Construção,Pro,VendeFácil Estoque,1398.01,Ativo,contato@casadopereiralt.com.br
CUST122,Lojas Câmara Me,17.958.324/0001-30,PE,Olinda,Pet,Pro,VendeFácil Loja,1024.74,Ativo,contato@lojascâmarame.com.br
CUST123,Centro de Santos Ltda,46.731.859/0001-71,BA,Camaçari,Construção,Enterprise,VendeFácil Estoque,3412.31,Ativo,contato@centrodesantosl.com.br
CUST124,Mundo da Correia Comercial,98.260.731/0001-70,PE,Recife,Varejo Cultural,Pro,VendeFácil Loja,1026.29,Cancelado,contato@mundodacorreiac.com.br
CUST125,Casa do Viana Eireli,84.025.637/0001-22,MG,Ipatinga,Pet,Basic,VendeFácil PDV,337.52,Ativo,contato@casadovianaeire.com.br
CUST126,Casa do Machado Ltda,87.524.931/0001-77,MG,Montes Claros,Construção,Enterprise,VendeFácil Pay,1983.42,Ativo,contato@casadomachadolt.com.br
CUST127,Mundo da Duarte Ltda,39.618.025/0001-99,MG,Montes Claros,Calçados,Pro,VendeFácil Estoque,951.99,Ativo,contato@mundodaduartelt.com.br
CUST128,Atacado Melo Comercial,69.230.175/0001-91,RS,Porto Alegre,Automotivo,Basic,VendeFácil PDV,429.54,Ativo,contato@atacadomelocome.com.br
CUST129,Centro de Macedo S.A.,18.705.932/0001-03,DF,Ceilândia,Pet,Pro,VendeFácil Analytics,1585.18,Ativo,contato@centrodemacedos.com.br
CUST130,Distribuidora Cassiano Me,17.428.309/0001-80,BA,Feira de Santana,Cosméticos,Enterprise,VendeFácil Pay,2844.81,Ativo,contato@distribuidoraca.com.br
CUST131,Atacado Rocha Comercial,86.579.302/0001-81,BA,Vitória da Conquista,Eletrônicos,Pro,VendeFácil Loja,1374.38,Ativo,contato@atacadorochacom.com.br
CUST132,Centro de Azevedo Comercial,34.950.762/0001-70,GO,Rio Verde,Alimentação,Pro,VendeFácil Analytics,1253.94,Ativo,contato@centrodeazevedo.com.br
CUST133,Mundo da Santos S.A.,17.258.049/0001-41,BA,Camaçari,Varejo Cultural,Pro,VendeFácil Estoque,1387.5,Ativo,contato@mundodasantossa.com.br
CUST134,Mundo da Vieira Eireli,04.523.186/0001-14,BA,Salvador,Varejo Cultural,Enterprise,VendeFácil Estoque,2656.76,Inativo,contato@mundodavieiraei.com.br
CUST135,Empório Jesus Ltda,92.810.437/0001-09,ES,Vila Velha,Automotivo,Basic,VendeFácil PDV,325.25,Cancelado,contato@empóriojesusltd.com.br
CUST136,Lojas Rodrigues Ltda,37.219.856/0001-62,PE,Recife,Eletrônicos,Pro,VendeFácil Analytics,861.51,Ativo,contato@lojasrodriguesl.com.br
CUST137,Empório Rios Comercial,07.458.196/0001-01,PE,Olinda,Varejo Cultural,Enterprise,VendeFácil Pay,2769.79,Ativo,contato@empóriorioscome.com.br
CUST138,Centro de Ferreira Ltda,94.652.370/0001-57,BA,Vitória da Conquista,Conveniência,Enterprise,VendeFácil Estoque,3319.9,Ativo,contato@centrodeferreir.com.br
CUST139,Comércio de Gomes Ltda,71.394.256/0001-79,GO,Goiânia,Vestuário,Enterprise,VendeFácil Estoque,2995.04,Ativo,contato@comérciodegomes.com.br
CUST140,Atacado da Rocha Ltda,06.497.831/0001-05,BA,Salvador,Conveniência,Enterprise,VendeFácil Estoque,3296.13,Ativo,contato@atacadodarochal.com.br
CUST141,Comércio de Vasconcelos Comercial,35.981.427/0001-00,MG,Contagem,Supermercado,Pro,VendeFácil Loja,1050.92,Ativo,contato@comérciodevasco.com.br
CUST142,Rede Sá S.A.,21.093.765/0001-93,BA,Feira de Santana,Alimentação,Pro,VendeFácil Estoque,801.33,Inativo,contato@redesása.com.br
CUST143,Mercado Cardoso Eireli,14.573.980/0001-26,PE,Jaboatão dos Guararapes,Vestuário,Pro,VendeFácil Analytics,1328.43,Ativo,contato@mercadocardosoe.com.br
CUST144,Rede Viana Me,85.461.239/0001-11,PR,Cascavel,Alimentação,Basic,VendeFácil PDV,388.35,Ativo,contato@redevianame.com.br
CUST145,Mundo da Souza Eireli,51.708.932/0001-24,ES,Cariacica,Calçados,Pro,VendeFácil Loja,1119.79,Ativo,contato@mundodasouzaeir.com.br
CUST146,Atacado Fonseca Ltda,16.024.739/0001-73,SP,SJC,Pet,Enterprise,VendeFácil Pay,2302.54,Ativo,contato@atacadofonsecal.com.br
CUST147,Mercado Rocha Comercial,46.507.138/0001-82,ES,Cariacica,Construção,Basic,VendeFácil PDV,413.19,Ativo,contato@mercadorochacom.com.br
CUST148,Comércio de Pinto Comercial,85.390.724/0001-41,DF,Águas Claras,Construção,Pro,VendeFácil Estoque,1144.59,Ativo,contato@comérciodepinto.com.br
CUST149,Atacado Jesus Eireli,12.078.364/0001-73,PR,Londrina,Conveniência,Basic,VendeFácil PDV,480.68,Ativo,contato@atacadojesuseir.com.br
CUST150,Mundo da da Costa S.A.,82.639.475/0001-97,MG,Contagem,Calçados,Pro,VendeFácil Estoque,808.59,Ativo,contato@mundodadacostas.com.br
CUST151,Lojas Souza Me,26.183.457/0001-72,RS,Caxias do Sul,Eletrônicos,Pro,VendeFácil Loja,1171.6,Inativo,contato@lojassouzame.com.br
CUST152,Distribuidora Andrade S.A.,53.781.204/0001-73,PE,Olinda,Calçados,Pro,VendeFácil Loja,1362.96,Ativo,contato@distribuidoraan.com.br
CUST153,Atacado Freitas Comercial,85.032.174/0001-99,RS,Canoas,Eletrônicos,Pro,VendeFácil Loja,863.21,Ativo,contato@atacadofreitasc.com.br
CUST154,Mundo da Borges Me,30.862.145/0001-62,SP,Jundiaí,Varejo Cultural,Enterprise,VendeFácil Estoque,3098.42,Ativo,contato@mundodaborgesme.com.br
CUST155,Empório Costela Comercial,18.349.520/0001-70,SP,SJC,Automotivo,Basic,VendeFácil PDV,423.91,Inativo,contato@empóriocostelac.com.br
CUST156,Mundo da Viana Ltda,90.461.528/0001-50,RS,Porto Alegre,Conveniência,Pro,VendeFácil Analytics,1532.04,Ativo,contato@mundodavianaltd.com.br
CUST157,Comércio de Camargo Comercial,02.981.467/0001-95,RJ,Rio de Janeiro,Supermercado,Pro,VendeFácil Loja,1497.15,Ativo,contato@comérciodecamar.com.br
CUST158,Centro de Cavalcanti Eireli,40.253.987/0001-70,RJ,Volta Redonda,Automotivo,Pro,VendeFácil Loja,1269.34,Ativo,contato@centrodecavalca.com.br
CUST159,Mundo da Azevedo Me,79.546.032/0001-47,GO,Aparecida de Goiânia,Pet,Enterprise,VendeFácil Estoque,2058.43,Ativo,contato@mundodaazevedom.com.br
CUST160,Empório Câmara Ltda,90.435.871/0001-20,MG,Contagem,Vestuário,Pro,VendeFácil Analytics,1183.52,Ativo,contato@empóriocâmaralt.com.br
CUST161,Comércio de Guerra Ltda,61.753.048/0001-65,ES,Serra,Eletrônicos,Enterprise,VendeFácil Estoque,2473.88,Ativo,contato@comérciodeguerr.com.br
CUST162,Mercado Pereira Ltda,21.974.568/0001-83,PE,Recife,Conveniência,Pro,VendeFácil Estoque,1167.11,Ativo,contato@mercadopereiral.com.br
CUST163,Centro de Peixoto S.A.,84.796.302/0001-08,SC,Joinville,Alimentação,Enterprise,VendeFácil Pay,2087.29,Ativo,contato@centrodepeixoto.com.br
